Date	Driver Name	Event	Act Time	Tot Plan	Unit .	Stop Type	Packages	Miles	Count
4/7/2012	walk	DEL	0.004166667	0.059069999	2103	S	4	0	39130
4/7/2012	walk	KEY-ON	0	0			0	0	39131
4/7/2012	walk	KEY-OFF	0.02222222	0.01187855			0	0	39132
4/7/2012	walk	KEY-ON	0.01388889	0			0	0	39133
4/7/2012	walk	KEY-OFF	0.04194444	0.040125661			0	0	39134
4/7/2012	walk	DEL	0.04583333	0.027629999	2103	S	1	0	39135
4/7/2012	walk	KEY-ON	0	0			0	0	39136
4/7/2012	walk	KEY-OFF	0.02611111	0.01689904			0	0	39137
4/7/2012	walk	DEL	0.03277778	0.060379999	2103	S	3	0	39138
4/7/2012	walk	KEY-ON	0	0			0	0	39139
4/7/2012	walk	KEY-OFF	0.01694444	0.007919036			0	0	39140
4/7/2012	walk	KEY-ON	0.03277778	0			0	0	39141
4/7/2012	walk	KEY-OFF	0.02722222	0.007919036			0	0	39142
4/7/2012	walk	KEY-ON	1.031945	0			0	0	39143
4/7/2012	walk	KEY-OFF	0.07944445	0.07154277			0	1	39144
4/7/2012	walk	DEL	0.000277778	0.032749999	2103	S	2	0	39145
4/7/2012	walk	PU	0.007777778	0.04348	2103	S	12	0	39146
4/7/2012	walk	DEL	0.05	0.054400001	2204	S	1	0	39147
4/7/2012	walk	KEY-ON	0	0			0	0	39148
4/7/2012	walk	KEY-OFF	0.1005556	0.079190373			0	2	39149
4/7/2012	walk	KEY-ON	0.009166667	0			0	0	39150
4/7/2012	walk	KEY-OFF	0.01611111	0.003959518			0	0	39151
4/7/2012	walk	KEY-ON	0.02805556	0			0	0	39152
4/7/2012	walk	KEY-OFF	0.07361111	0.063352287			0	1	39153
4/7/2012	walk	KEY-ON	0.1113889	0			0	0	39154
4/7/2012	walk	KEY-OFF	0.07222223	0.075971797			0	1	39155
4/7/2012	walk	PU	0.03	0.067550001	2202	S	1	0	39156
4/7/2012	walk	KEY-ON	0	0			0	0	39157
4/7/2012	walk	KEY-OFF	0.04555556	0.02412759			0	0	39158
4/7/2012	walk	PU	0.06027778	0.0373	2202	S	2	0	39159
4/7/2012	walk	KEY-ON	0	0			0	0	39160
4/7/2012	walk	KEY-OFF	0.04527778	0.01224904			0	0	39161
4/7/2012	walk	PU	0.08166667	0.06315	2202	S	13	0	39162
4/7/2012	walk	KEY-ON	0	0			0	0	39163
4/7/2012	walk	KEY-OFF	0.01416667	0.003959518			0	0	39164
4/7/2012	walk	KEY-ON	0.05944445	0			0	0	39165
4/7/2012	walk	KEY-OFF	0.0275	0.047217108			0	0	39166
4/7/2012	walk	PU	0.0575	0.117629997	2101	S	3	0	39167
4/7/2012	walk	KEY-ON	0	0			0	0	39168
4/7/2012	walk	KEY-OFF	0.01416667	0.01181			0	0	39169
4/7/2012	walk	DEL	0.000277778	0.027960001	2205	S	1	0	39170
4/7/2012	walk	PU	0.03416666	0.03686	2101	S	0	0	39171
4/7/2012	walk	KEY-ON	0	0			0	0	39172
4/7/2012	walk	KEY-OFF	0.04972222	0.03157711			0	0	39173
4/7/2012	walk	PU	0.03388889	0.04156	2101	S	2	0	39174
4/7/2012	walk	KEY-ON	0	0			0	0	39175
4/7/2012	walk	KEY-OFF	0.01388889	0.007869518			0	0	39176
4/7/2012	walk	PU	0.000277778	0.02548	2101	S	3	0	39177
4/7/2012	walk	DEL	0.02055556	0.00512	2101		1	0	39178
4/7/2012	walk	KEY-ON	0	0			0	0	39179
4/7/2012	walk	KEY-OFF	0.02305556	0.01573904			0	0	39180
4/7/2012	walk	PU	0.03555556	0.04391	2101	S	3	0	39181
4/7/2012	walk	KEY-ON	0	0			0	0	39182
4/7/2012	walk	KEY-OFF	0.01083333	0.003959518			0	0	39183
4/7/2012	walk	KEY-ON	0.005555556	0			0	0	39184
4/7/2012	walk	KEY-OFF	0.02722222	0.015788561			0	0	39185
4/7/2012	walk	PU	0.02472222	0.02783	2101	S	4	0	39186
4/7/2012	walk	KEY-ON	0	0			0	0	39187
4/7/2012	walk	KEY-OFF	0.01166667	0.007869518			0	0	39188
4/7/2012	walk	PU	0.03861111	0.02548	2101	S	3	0	39189
4/7/2012	walk	KEY-ON	0	0			0	0	39190
4/7/2012	walk	KEY-OFF	0.02194444	0.01177952			0	0	39191
4/7/2012	walk	PU	0.01388889	0.04156	2101	S	2	0	39192
4/7/2012	walk	KEY-ON	0	0			0	0	39193
4/7/2012	walk	KEY-OFF	0.02111111	0.007919036			0	0	39194
4/7/2012	walk	KEY-ON	0.01	0			0	0	39195
4/7/2012	walk	KEY-OFF	0.02833333	0.023658071			0	0	39196
4/7/2012	walk	PU	0.02444445	0.04861	2101	S	5	0	39197
4/7/2012	walk	KEY-ON	0	0			0	0	39198
4/7/2012	walk	KEY-OFF	0.01666667	0.01177952			0	0	39199
4/7/2012	walk	PU	0.1030556	0.07446	2101	S	16	0	39200
4/7/2012	walk	KEY-ON	0	0			0	0	39201
4/7/2012	walk	KEY-OFF	0.02194444	0.01573904			0	0	39202
4/7/2012	walk	PU	0.01277778	0.03921	2101	S	1	0	39203
4/7/2012	walk	KEY-ON	0	0			0	0	39204
4/7/2012	walk	KEY-OFF	0.009166667	0.00391			0	0	39205
4/7/2012	walk	PU	0.1066667	0.03018	2101	S	5	0	39206
4/7/2012	walk	KEY-ON	0	0			0	0	39207
4/7/2012	walk	KEY-OFF	0.01388889	0.01177952			0	0	39208
4/7/2012	walk	PU	0.1547222	0.107360002	2101	S	30	0	39209
4/7/2012	walk	KEY-ON	0	0			0	0	39210
4/7/2012	walk	KEY-OFF	0.01722222	0.01182904			0	0	39211
4/7/2012	walk	PU	0.02416667	0.02078	2101	S	1	0	39212
4/7/2012	walk	KEY-ON	0	0			0	0	39213
4/7/2012	walk	KEY-OFF	0.02	0.015788561			0	0	39214
4/7/2012	walk	PU	0.01277778	0.02313	2101	S	2	0	39215
4/7/2012	walk	KEY-ON	0	0			0	0	39216
4/7/2012	walk	KEY-OFF	0.06388889	0.055334222			0	1	39217
4/7/2012	walk	PU	0.06500001	0.06271	2101	S	11	0	39218
4/7/2012	walk	KEY-ON	0	0			0	0	39219
4/7/2012	walk	KEY-OFF	0.04027778	0.04345566			0	0	39220
4/7/2012	walk	PU	0.2380556	0.105009999	2101	S	29	0	39221
4/7/2012	walk	PU	0.02277778	0.071070001	7777	S	0	0	39222
4/7/2012	walk	KEY-ON	0	0			0	0	39223
4/7/2012	walk	KEY-OFF	0.01916667	0.007919036			0	0	39224
4/7/2012	walk	KEY-ON	0.02027778	0			0	0	39225
4/7/2012	walk	KEY-OFF	0.06638889	0.051844221			0	1	39226
4/7/2012	walk	PU	0.2361111	0.09135	2202	S	25	0	39227
4/7/2012	walk	KEY-ON	0	0			0	0	39228
4/7/2012	walk	KEY-OFF	0.08055556	0			0	0	39229
4/7/2012	walk	DEL	0.05305555	0.01536	2205		3	0	39230
4/7/2012	walk	KEY-ON	0	0			0	0	39231
4/7/2012	walk	KEY-OFF	0.5447223	1.02155602			0	25	39232
4/7/2012	walk	KEY-ON	0.08055556	0			0	0	39233
4/7/2012	walk	KEY-OFF	0.009722223	0			0	0	39234
4/7/2012	walk	DEL	0.05166667	0.00512	2104		1	0	39235
4/7/2012	walk	KEY-ON	0	0			0	0	39236
4/7/2012	walk	KEY-OFF	0.02888889	0.004344827			0	0	39237
4/7/2012	walk	Inside PM	0.5194445	0.247510001			0	0	39238
4/7/2012	smit	KEY-OFF	0.004166667	0.01615346			0	0	39387
4/7/2012	smit	PU	0.002222222	0.03015	3406	S	2	0	39388
4/7/2012	smit	DEL	0.01805556	0.03301	3406	D	3	0	39389
4/7/2012	smit	KEY-ON	0	0			0	0	39390
4/7/2012	smit	KEY-OFF	0.03888889	0.02321386			0	0	39432
4/7/2012	smit	PU	0.02916667	0.025450001	3406	S	0	0	39433
4/7/2012	smit	KEY-ON	0	0			0	0	39434
4/7/2012	smit	KEY-OFF	0.0225	0.019000391			0	0	39453
4/7/2012	smit	PU	0.09777778	0.072449999	3406	S	20	0	39454
4/7/2012	smit	KEY-ON	0	0			0	0	39455
4/7/2012	smit	KEY-OFF	0.009722223	0.020366929			0	0	39461
4/7/2012	smit	PU	0.05694444	0.025450001	3406	S	0	0	39462
4/7/2012	smit	DEL	0.008888889	0.022770001	3406	D	1	0	39463
4/7/2012	smit	KEY-ON	0	0			0	0	39464
4/7/2012	smit	KEY-OFF	0.03444444	0.03722078			0	0	39527
4/7/2012	smit	PU	0.05888889	0.032500001	3406	O	3	0	39528
4/7/2012	smit	DEL	0.03388889	0.022770001	3406	D	1	0	39529
4/7/2012	smit	KEY-ON	0	0			0	0	39530
4/7/2012	smit	KEY-OFF	0.09138889	0.117153503			0	2	39540
4/7/2012	smit	PU	0.08416667	0.025330001	3405	S	1	0	39541
4/7/2012	smit	KEY-ON	0	0			0	0	39542
4/7/2012	smit	KEY-OFF	0.08	0.101202697			0	2	39543
4/7/2012	smit	PU	0.3269445	0.057950001	3406	S	3	0	39544
4/7/2012	smit	KEY-ON	0	0			0	0	39545
4/7/2012	smit	KEY-OFF	0.255	0.419279486			0	9	39546
4/7/2012	smit	PU	0.000277778	0.03485	3406	S	4	0	39547
4/7/2012	smit	PU	0.02083333	0.071070001	7777	S	0	0	39548
4/7/2012	smit	KEY-ON	0	0			0	0	39549
4/7/2012	grim	Inside AM	0.1875	0.356666893			0	0	39556
4/7/2012	grim	KEY-ON	0	0			0	0	39557
4/7/2012	grim	KEY-OFF	0.5430556	0.645246327			0	25	39558
4/7/2012	grim	DEL	0.03361112	0.090359997	3403	S	10	0	39559
4/7/2012	grim	KEY-ON	0	0			0	0	39560
4/7/2012	grim	KEY-OFF	0.0175	0.007476198			0	0	39561
4/7/2012	grim	KEY-ON	0.05305555	0			0	0	39562
4/7/2012	grim	KEY-OFF	0.004444445	0.007718099			0	0	39563
4/7/2012	grim	DEL	0.07833333	0.024699999	3403	S	1	0	39564
4/7/2012	grim	KEY-ON	0	0			0	0	39565
4/7/2012	grim	KEY-OFF	0.01861111	0.0114562			0	0	39566
4/7/2012	grim	DEL	0.025	0.024699999	3403	S	1	0	39567
4/7/2012	grim	KEY-ON	0	0			0	0	39568
4/7/2012	grim	KEY-OFF	0.02138889	0.0266505			0	0	39569
4/7/2012	grim	DEL	0.04833334	0.049399998	3403	S	2	0	39570
4/7/2012	grim	KEY-ON	0	0			0	0	39571
4/7/2012	grim	KEY-OFF	0.04972222	0.05257529			0	1	39572
4/7/2012	grim	DEL	0.04444445	0.040059999	3403	S	4	0	39573
4/7/2012	grim	KEY-ON	0	0			0	0	39574
4/7/2012	grim	KEY-OFF	0.01916667	0.0189324			0	0	39575
4/7/2012	grim	DEL	0.01277778	0.096380003	3403	S	15	0	39576
4/7/2012	grim	KEY-ON	0	0			0	0	39577
4/7/2012	grim	KEY-OFF	0.02222222	0.0212043			0	0	39578
4/7/2012	grim	DEL	0.05416667	0.02392	3403	D	1	0	39579
4/7/2012	grim	DEL	0.05194445	0.024699999	3403	S	1	0	39580
4/7/2012	grim	KEY-ON	0	0			0	0	39581
4/7/2012	grim	KEY-OFF	0.02388889	0.026166691			0	0	39582
4/7/2012	grim	KEY-ON	0.006111111	0			0	0	39583
4/7/2012	grim	KEY-OFF	0.1527778	0.215573505			0	5	39584
4/7/2012	grim	DEL	0.04472222	0.023399999	3405	D	1	0	39585
4/7/2012	grim	KEY-ON	0	0			0	0	39586
4/7/2012	grim	KEY-OFF	0.01583333	0.003738099			0	0	39587
4/7/2012	grim	KEY-ON	0.003333333	0			0	0	39588
4/7/2012	grim	KEY-OFF	0.04	0.026166691			0	0	39589
4/7/2012	grim	KEY-ON	0.01277778	0			0	0	39590
4/7/2012	grim	KEY-OFF	0.008611111	0.003738099			0	0	39591
4/7/2012	grim	KEY-ON	0.13	0			0	0	39592
4/7/2012	grim	KEY-OFF	0.1061111	0.136843503			0	3	39593
4/7/2012	grim	DEL	0.003333333	0.02392	3403	D	1	0	39594
4/7/2012	grim	KEY-ON	0	0			0	0	39595
4/7/2012	grim	KEY-OFF	0.0275	0.032176699			0	0	39596
4/7/2012	grim	DEL	0.01777778	0.02392	3403	D	1	0	39597
4/7/2012	grim	KEY-ON	0	0			0	0	39598
4/7/2012	grim	KEY-OFF	0.06527778	0.077839583			0	1	39599
4/7/2012	grim	DEL	0.01083334	0.082	3403	D	5	0	39600
4/7/2012	grim	KEY-ON	0	0			0	0	39601
4/7/2012	grim	KEY-OFF	0.04222222	0.03738099			0	1	39602
4/7/2012	grim	KEY-ON	0.008888889	0			0	0	39603
4/7/2012	grim	KEY-OFF	0.02138889	0.0149524			0	0	39604
4/7/2012	grim	KEY-ON	0.01027778	0			0	0	39605
4/7/2012	grim	KEY-OFF	0.04166667	0.05460529			0	1	39606
4/7/2012	grim	DEL	0.01027778	0.02392	3403	D	1	0	39607
4/7/2012	grim	KEY-ON	0	0			0	0	39608
4/7/2012	grim	KEY-OFF	0.04333333	0.039652891			0	0	39609
4/7/2012	grim	DEL	0.004166667	0.02392	3403	D	1	0	39610
4/7/2012	grim	KEY-ON	0	0			0	0	39611
4/7/2012	grim	KEY-OFF	0.02833333	0.022428591			0	0	39612
4/7/2012	grim	KEY-ON	0.004444445	0			0	0	39613
4/7/2012	grim	KEY-OFF	0.03888889	0.03591479			0	0	39614
4/7/2012	grim	DEL	0.0575	0.02392	3403	D	1	0	39615
4/7/2012	grim	KEY-ON	0	0			0	0	39616
4/7/2012	grim	KEY-OFF	0.02944444	0.043390989			0	1	39617
4/7/2012	grim	DEL	0.006388889	0.02392	3403	D	1	0	39618
4/7/2012	grim	KEY-ON	0	0			0	0	39619
4/7/2012	grim	KEY-OFF	0.06666667	0.086781994			0	2	39620
4/7/2012	grim	DEL	0.005	0.047839999	3403	D	2	0	39621
4/7/2012	grim	KEY-ON	0	0			0	0	39622
4/7/2012	grim	KEY-OFF	0.02805556	0.04045859			0	0	39623
4/7/2012	grim	DEL	0.1680556	0.076880001	3403	D	4	0	39624
4/7/2012	grim	KEY-ON	0	0			0	0	39625
4/7/2012	grim	KEY-OFF	0.015	0.007476198			0	0	39626
4/7/2012	grim	KEY-ON	0.005555556	0			0	0	39627
4/7/2012	grim	KEY-OFF	0.0675	0.118758202			0	2	39628
4/7/2012	grim	DEL	0.1094445	0.095679998	3403	D	4	0	39629
4/7/2012	grim	DEL	0.04305556	0.046799999	3405	D	2	0	39630
4/7/2012	grim	KEY-ON	0	0			0	0	39631
4/7/2012	grim	KEY-OFF	0.01833333	0.007476198			0	0	39632
4/7/2012	grim	KEY-ON	0.01083333	0			0	0	39633
4/7/2012	grim	KEY-OFF	0.01194444	0.007476198			0	0	39634
4/7/2012	grim	KEY-ON	0.009444444	0			0	0	39635
4/7/2012	grim	KEY-OFF	0.01333333	0.023694299			0	0	39636
4/7/2012	grim	DEL	0.01861111	0.046799999	3405	D	2	0	39637
4/7/2012	grim	KEY-ON	0	0			0	0	39638
4/7/2012	grim	KEY-OFF	0.004166667	0			0	0	39639
4/7/2012	grim	KEY-ON	0.01527778	0			0	0	39640
4/7/2012	grim	KEY-OFF	0.02861111	0.028668599			0	0	39641
4/7/2012	grim	DEL	0.01	0.023399999	3405	D	1	0	39642
4/7/2012	grim	KEY-ON	0	0			0	0	39643
4/7/2012	grim	KEY-OFF	0.03194445	0.02990479			0	0	39644
4/7/2012	grim	KEY-ON	0.007222222	0			0	0	39645
4/7/2012	grim	KEY-OFF	0.01222222	0.0174543			0	0	39646
4/7/2012	grim	DEL	0.02777778	0.04645	3405	D	1	0	39647
4/7/2012	grim	KEY-ON	0	0			0	0	39648
4/7/2012	grim	KEY-OFF	0.03027778	0.037410501			0	0	39649
4/7/2012	grim	DEL	0.02861111	0.101639997	3405	D	6	0	39650
4/7/2012	grim	KEY-ON	0	0			0	0	39651
4/7/2012	grim	KEY-OFF	0.0375	0.039882891			0	0	39652
4/7/2012	grim	DEL	0.01166667	0.023399999	3405	D	1	0	39653
4/7/2012	grim	KEY-ON	0	0			0	0	39654
4/7/2012	grim	KEY-OFF	0.0275	0.022428591			0	0	39655
4/7/2012	grim	KEY-ON	0.01277778	0			0	0	39656
4/7/2012	grim	KEY-OFF	0.02972222	0.051126689			0	0	39657
4/7/2012	grim	DEL	0.01	0.093599997	3405	D	4	0	39658
4/7/2012	grim	KEY-ON	0	0			0	0	39659
4/7/2012	grim	KEY-OFF	0.01777778	0.0112143			0	0	39660
4/7/2012	grim	KEY-ON	0.01666667	0			0	0	39661
4/7/2012	grim	KEY-OFF	0.004444445	0.003738099			0	0	39662
4/7/2012	grim	KEY-ON	0.009166667	0			0	0	39663
4/7/2012	grim	KEY-OFF	0.003055556	0			0	0	39664
4/7/2012	grim	KEY-ON	0.01055556	0			0	0	39665
4/7/2012	grim	KEY-OFF	0.008611111	0.0162181			0	0	39666
4/7/2012	grim	DEL	0.01888889	0.046799999	3405	D	2	0	39667
4/7/2012	grim	KEY-ON	0	0			0	0	39668
4/7/2012	grim	KEY-OFF	0.0725	0.093452483			0	2	39669
4/7/2012	grim	KEY-ON	0.01277778	0			0	0	39670
4/7/2012	grim	KEY-OFF	0.003333333	0			0	0	39671
4/7/2012	grim	KEY-ON	0.004722222	0			0	0	39672
4/7/2012	grim	KEY-OFF	0.005833333	0			0	0	39673
4/7/2012	grim	KEY-ON	0.01166667	0			0	0	39674
4/7/2012	grim	KEY-OFF	0.01083333	0.007476198			0	0	39675
4/7/2012	grim	KEY-ON	0.004444445	0			0	0	39676
4/7/2012	grim	KEY-OFF	0.04277778	0.056100991			0	1	39677
4/7/2012	grim	DEL	0.01055556	0.070199998	3405	D	3	0	39678
4/7/2012	grim	KEY-ON	0	0			0	0	39679
4/7/2012	grim	KEY-OFF	0.01583333	0.007476198			0	0	39680
4/7/2012	grim	KEY-ON	0.005277778	0			0	0	39681
4/7/2012	grim	KEY-OFF	0.04833334	0.051097188			0	1	39682
4/7/2012	grim	DEL	0.006944444	0.023399999	3405	D	1	0	39683
4/7/2012	grim	KEY-ON	0	0			0	0	39684
4/7/2012	grim	KEY-OFF	0.07111111	0.084769577			0	1	39685
4/7/2012	grim	DEL	0.01361111	0.098719997	3405	D	5	0	39686
4/7/2012	grim	KEY-ON	0	0			0	0	39687
4/7/2012	grim	KEY-OFF	0.02944444	0.022428591			0	0	39688
4/7/2012	grim	KEY-ON	0.01083333	0			0	0	39689
4/7/2012	grim	KEY-OFF	0.01111111	0.0162181			0	0	39690
4/7/2012	grim	DEL	0.01305556	0.046799999	3405	D	2	0	39691
4/7/2012	grim	KEY-ON	0	0			0	0	39692
4/7/2012	grim	KEY-OFF	0.01388889	0.007476198			0	0	39693
4/7/2012	grim	KEY-ON	0.005555556	0			0	0	39694
4/7/2012	grim	KEY-OFF	0.03	0.038646691			0	0	39695
4/7/2012	grim	DEL	0.006666667	0.046799999	3405	D	2	0	39696
4/7/2012	grim	KEY-ON	0	0			0	0	39697
4/7/2012	grim	KEY-OFF	0.05277778	0.084421493			0	1	39698
4/7/2012	grim	DEL	0.000277778	0.075319998	3405	D	4	0	39699
4/7/2012	grim	DEL	0	0.04624	3405	S	1	0	39700
4/7/2012	grim	DEL	0.02166667	0.023399999	3405	D	1	0	39701
4/7/2012	grim	KEY-ON	0	0			0	0	39702
4/7/2012	grim	KEY-OFF	0.08472222	0.104666799			0	2	39703
4/7/2012	grim	KEY-ON	0.01277778	0			0	0	39704
4/7/2012	grim	KEY-OFF	0.09916667	0.160777807			0	3	39705
4/7/2012	grim	DEL	0.000277778	0.053210001	3405	S	1	0	39706
4/7/2012	grim	PU	0.02722222	0.017349999	3404	U	0	0	39707
4/7/2012	grim	DEL	0.04333333	0.046799999	3405	D	2	0	39708
4/7/2012	grim	KEY-ON	0	0			0	0	39709
4/7/2012	grim	KEY-OFF	0.03194445	0.02990479			0	0	39710
4/7/2012	grim	KEY-ON	0.01527778	0			0	0	39711
4/7/2012	grim	KEY-OFF	0.02055556	0.0149524			0	0	39712
4/7/2012	grim	KEY-ON	0.008333334	0			0	0	39713
4/7/2012	grim	KEY-OFF	0.03416667	0.03456049			0	0	39714
4/7/2012	grim	PU	0.000277778	0.022980001	3405	S	0	0	39715
4/7/2012	grim	DEL	0.03194445	0.046799999	3405	D	2	0	39716
4/7/2012	grim	KEY-ON	0	0			0	0	39717
4/7/2012	grim	KEY-OFF	0.04361111	0.033642892			0	0	39718
4/7/2012	grim	KEY-ON	0.005277778	0			0	0	39719
4/7/2012	grim	KEY-OFF	0.02055556	0.027432401			0	0	39720
4/7/2012	grim	DEL	0.01027778	0.046799999	3405	D	2	0	39721
4/7/2012	grim	KEY-ON	0	0			0	0	39722
4/7/2012	grim	KEY-OFF	0.05416667	0.06481339			0	1	39723
4/7/2012	grim	DEL	0.01055556	0.057039998	3405	D	4	0	39724
4/7/2012	grim	KEY-ON	0	0			0	0	39725
4/7/2012	grim	KEY-OFF	0.01305556	0.0112143			0	0	39726
4/7/2012	grim	KEY-ON	0.008888889	0			0	0	39727
4/7/2012	grim	KEY-OFF	0.01722222	0.024582401			0	0	39728
4/7/2012	grim	PU	0.000277778	0.022980001	3405	S	0	0	39729
4/7/2012	grim	DEL	0.008611111	0.023399999	3405	D	1	0	39730
4/7/2012	grim	KEY-ON	0	0			0	0	39731
4/7/2012	grim	KEY-OFF	0.01	0.0162181			0	0	39732
4/7/2012	grim	DEL	0.01666667	0.057039998	3405	D	4	0	39733
4/7/2012	grim	KEY-ON	0	0			0	0	39734
4/7/2012	grim	KEY-OFF	0.03472222	0.02990479			0	0	39735
4/7/2012	grim	KEY-ON	0.005277778	0			0	0	39736
4/7/2012	grim	KEY-OFF	0.02944444	0.022428591			0	0	39737
4/7/2012	grim	KEY-ON	0.006111111	0			0	0	39738
4/7/2012	grim	KEY-OFF	0.008611111	0.019296199			0	0	39739
4/7/2012	grim	DEL	0.1108333	0.028519999	3405	D	2	0	39740
4/7/2012	grim	DEL	0.0375	0.022770001	3406	D	1	0	39741
4/7/2012	grim	KEY-ON	0	0			0	0	39742
4/7/2012	grim	KEY-OFF	0.01944445	0.007476198			0	0	39743
4/7/2012	grim	KEY-ON	0.005833333	0			0	0	39744
4/7/2012	grim	KEY-OFF	0.09611111	0.098978177			0	2	39745
4/7/2012	grim	DEL	0.01333334	0.068309998	3406	D	3	0	39746
4/7/2012	grim	KEY-ON	0	0			0	0	39747
4/7/2012	grim	KEY-OFF	0.006388889	0.0148981			0	0	39748
4/7/2012	grim	DEL	0.006111111	0.045540001	3406	D	2	0	39749
4/7/2012	grim	KEY-ON	0	0			0	0	39750
4/7/2012	grim	KEY-OFF	0.0475	0.039222889			0	0	39751
4/7/2012	grim	DEL	0.01027778	0.022770001	3406	D	1	0	39752
4/7/2012	grim	KEY-ON	0	0			0	0	39753
4/7/2012	grim	KEY-OFF	0.01944445	0.0167943			0	0	39754
4/7/2012	grim	DEL	0.007777778	0.03813	3406	D	4	0	39755
4/7/2012	grim	KEY-ON	0	0			0	0	39756
4/7/2012	grim	KEY-OFF	0.003333333	0			0	0	39757
4/7/2012	grim	KEY-ON	0.01638889	0			0	0	39758
4/7/2012	grim	KEY-OFF	0.009444444	0.007476198			0	0	39759
4/7/2012	grim	KEY-ON	0.006666667	0			0	0	39760
4/7/2012	grim	KEY-OFF	0.06416667	0.076603882			0	1	39761
4/7/2012	grim	DEL	0.015	0.02789	3406	D	2	0	39762
4/7/2012	grim	KEY-ON	0	0			0	0	39763
4/7/2012	grim	KEY-OFF	0.04305556	0.043740992			0	1	39764
4/7/2012	grim	DEL	0.01333333	0.05181	3406	S	1	0	39765
4/7/2012	grim	KEY-ON	0	0			0	0	39766
4/7/2012	grim	KEY-OFF	0.03	0.033588599			0	0	39767
4/7/2012	grim	DEL	0.01611111	0.045540001	3406	D	2	0	39768
4/7/2012	grim	KEY-ON	0	0			0	0	39769
4/7/2012	grim	KEY-OFF	0.01166667	0.007476198			0	0	39770
4/7/2012	grim	KEY-ON	0.01194444	0			0	0	39771
4/7/2012	grim	KEY-OFF	0.005277778	0.0148981			0	0	39772
4/7/2012	grim	DEL	0.02083334	0.045540001	3406	D	2	0	39773
4/7/2012	grim	KEY-ON	0	0			0	0	39774
4/7/2012	grim	KEY-OFF	0.04166667	0.03738099			0	1	39775
4/7/2012	grim	KEY-ON	0.01638889	0			0	0	39776
4/7/2012	grim	KEY-OFF	0.03055556	0.028008601			0	0	39777
4/7/2012	grim	DEL	0.006111111	0.02789	3406	D	2	0	39778
4/7/2012	grim	KEY-ON	0	0			0	0	39779
4/7/2012	grim	KEY-OFF	0.07583334	0.070969589			0	1	39780
4/7/2012	grim	DEL	0.008333334	0.045540001	3406	D	2	0	39781
4/7/2012	grim	KEY-ON	0	0			0	0	39782
4/7/2012	grim	KEY-OFF	0.01194444	0.009208099			0	0	39783
4/7/2012	grim	DEL	0.008888889	0.020289999	3404	D	1	0	39784
4/7/2012	grim	KEY-ON	0	0			0	0	39785
4/7/2012	grim	KEY-OFF	0.01583333	0.0149524			0	0	39786
4/7/2012	grim	KEY-ON	0.007777778	0			0	0	39787
4/7/2012	grim	KEY-OFF	0.09472223	0.09144628			0	2	39788
4/7/2012	grim	DEL	0.01166667	0.020289999	3404	D	1	0	39789
4/7/2012	grim	KEY-ON	0	0			0	0	39790
4/7/2012	grim	KEY-OFF	0.04861111	0.046589091			0	1	39791
4/7/2012	grim	DEL	0.008888889	0.020289999	3404	D	1	0	39792
4/7/2012	grim	KEY-ON	0	0			0	0	39793
4/7/2012	grim	KEY-OFF	0.03888889	0.03537479			0	0	39794
4/7/2012	grim	DEL	0.007777778	0.020289999	3404	D	1	0	39795
4/7/2012	grim	KEY-ON	0	0			0	0	39796
4/7/2012	grim	KEY-OFF	0.03805556	0.033642892			0	0	39797
4/7/2012	grim	KEY-ON	0.003611111	0			0	0	39798
4/7/2012	grim	KEY-OFF	0.03916667	0.041119091			0	1	39799
4/7/2012	grim	KEY-ON	0.07722222	0			0	0	39800
4/7/2012	grim	KEY-OFF	0.007222222	0.003738099			0	0	39801
4/7/2012	grim	KEY-ON	0.05805556	0			0	0	39802
4/7/2012	grim	KEY-OFF	0.05666667	0.074761987			0	2	39803
4/7/2012	grim	KEY-ON	0.04444445	0			0	0	39804
4/7/2012	grim	KEY-OFF	0.04944444	0.048595291			0	1	39805
4/7/2012	grim	KEY-ON	0.01305556	0			0	0	39806
4/7/2012	grim	KEY-OFF	0.04694445	0.055193391			0	1	39807
4/7/2012	grim	PU	0.01888889	0.019699999	3404	S	1	0	39808
4/7/2012	grim	KEY-ON	0	0			0	0	39809
4/7/2012	grim	KEY-OFF	0.09388889	0.1158811			0	3	39810
4/7/2012	grim	KEY-ON	1.182222	0			0	0	39811
4/7/2012	grim	KEY-OFF	0.02361111	0.0140743			0	0	39812
4/7/2012	grim	PU	0.1047222	0.026749999	3404	S	4	0	39813
4/7/2012	grim	KEY-ON	0	0			0	0	39814
4/7/2012	grim	KEY-OFF	0.1741667	0.176864505			0	4	39815
4/7/2012	grim	PU	0.000277778	0.01842	3403	S	0	0	39816
4/7/2012	grim	PU	0.02944444	0.02293	2102	S	0	0	39817
4/7/2012	grim	KEY-ON	0	0			0	0	39818
4/7/2012	grim	KEY-OFF	0.1561111	0.201645002			0	5	39819
4/7/2012	grim	PU	0.000277778	0.036839999	3403	S	0	0	39820
4/7/2012	grim	PU	0.0325	0.071810002	3405	S	11	0	39821
4/7/2012	grim	KEY-ON	0	0			0	0	39822
4/7/2012	grim	KEY-OFF	0.01722222	0.0146043			0	0	39823
4/7/2012	grim	PU	0.01944445	0.022980001	3405	S	0	0	39824
4/7/2012	grim	KEY-ON	0	0			0	0	39825
4/7/2012	grim	KEY-OFF	0.1041667	0.108404897			0	2	39826
